player,role,hero,hero.role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg,simple_model_role,pred_ri_role,pred_rs_role,pred_rsi_role,simple_model,pred_ri,pred_rs,pred_rsi
TviQ,dps,Pharah,Offense,70,4463,948,0.14,0,0.86,0.411,0.063,0.526,0.274,-0.05,9.68,-0.05,5.92,-0.04,2.82,-0.22,98,0.07,0,0,8.9,-0.25,95,0.179,0.1,0.053,-0.37,0,0,0,0,97,0.03,73,1.28,0.059,0.05,924.7756186202665,920.2371162925518,921.0059810780427,920.7089230167168,924.7756186202665,906.1794012905923,902.3601809625678,925.5642820895903
TviQ,dps,Sombra,Offense,60,992,1022,0.24,0.29,0.47,0.2,0,0.8,0.216,0.53,4.84,0.01,4.84,-0.14,4.23,-0.2,79,0.18,0,0,-3.3,-1.54,20,0.15,0.88,0.05,-0.46,0,0,0,0,77,0.15,38,0.55,0,0,739.1009662398504,719.2045721351793,718.8260436735086,718.6969448188736,739.1009662398504,767.6167147001868,731.1883992053326,785.0934994649139
aKm,dps,Soldier: 76,Offense,148,2590,1214,0.77,0,0.23,0.611,0.037,0.352,0.249,0.05,10.89,0.38,6.02,0.04,4.4,0.24,90,-0.07,0,0,20.1,1.72,54,0.13,0.1,0.13,0.38,0,0,0,0,90,-0.07,19,-0.4,0,0,1100.7705497865377,1110.789290849303,1112.645732172388,1112.1894710715444,1100.7705497865377,1106.886851592119,1113.6195722822874,1131.7848763541922
aKm,dps,Pharah,Offense,70,903,1071,0.84,0,0.16,0.65,0.1,0.25,0.333,0.15,13.29,0.31,5.98,-0.03,3.32,-0.08,99,0.08,0,0,35,1.94,20,0.2,0.23,0.15,0.79,0,0,0,0,101,0.07,24,-0.24,0,0,1135.0895613639607,1147.9469648878696,1150.0154836357854,1149.5281779422357,1135.0895613639607,1140.258726699964,1125.1817647373416,1100.6017427541785
uNKOE,Support,Zenyatta,Support,112,20447,1024,0.51,0.2,0.29,0.5,0.056,0.444,0.1,-0.05,3.64,-0.02,6.19,0,3.7,0.08,102,0,0,0,6.9,0.1,410,0.049,-0.11,0.085,-0.2,0,0,0,0,105,-0.01,35,0.16,0.091,0.12,1003.0933629892572,1081.0809922793594,1083.8017725241607,1083.6989260217263,1003.0933629892572,1044.6622004699486,1049.7079376732586,1049.9811136066578
uNKOE,Support,Mercy,Support,73,9897,1001,0.69,0,0.31,0.507,0.07,0.423,0.01,0.4,0.42,0.64,5.03,0,3.82,0.02,99,0.03,0,0,5.2,0.16,201,0,0,0.055,-0.14,0,0,0,0,81,-0.11,33,0.1,0,0,1009.2531855800767,1087.7503183888457,1091.5943892433907,1091.1299207900204,1009.2531855800767,1067.524212807823,1069.1594651008834,1065.756217639193
uNKOE,Support,Moira,Support,12,1926,1009,0.61,0.13,0.26,0.477,0,0.523,0.049,-0.44,1.56,-0.47,5.3,-0.07,5.3,-0.02,69,0.06,0,0,5.6,-0.38,44,0,0,0.159,0.67,0,0,0,0,59,-0.01,24,0.42,0.063,-0.53,982.853945905136,1059.167492205333,1058.1974604466907,1059.282800354474,982.853945905136,1132.954175169032,1112.1513719753652,1132.795443467352
Taimou,Off Tank,Roadhog,Tank,90,6404,1324,0.46,0.09,0.45,0.492,0.063,0.444,0.259,0.08,11.24,0.42,5.06,-0.13,5.34,0.8,79,-0.27,0,0,10.3,1.34,126,0.111,-0.25,0.04,-0.55,0,0,0,0,92,-0.19,16,-0.47,0.158,0.84,996.0535657426065,960.7006179759902,962.1539420493186,961.2928183206144,996.0535657426065,997.1440529150785,993.543672039291,999.3331097500078
Taimou,dps,Soldier: 76,Offense,148,2586,662,0.07,0.27,0.66,0.3,0,0.7,0.2,-0.16,5.57,-0.29,7.66,0.32,3.94,0.11,101,0.04,0,0,16.2,1.19,50,0.04,-0.66,0.16,0.7,0,0,0,0,111,0.14,25,-0.2,0.118,1.11,827.098431822986,814.4806594135549,814.6459192206811,814.4372188462875,827.098431822986,802.2899051389196,811.0496926208588,773.1062361486397
Taimou,dps,Junkrat,Defense,26,2337,952,0.13,0.14,0.73,0.438,0.021,0.542,0.333,0.14,10.27,-0.02,7.19,0.11,3.59,-0.22,89,0.11,0,0,10.8,0.57,48,0.292,0.47,0.125,0.17,0,0,0,0,81,-0.03,15,-0.19,0.071,-0.44,948.5349343277132,867.166200591569,879.9037526490677,875.0820360960325,948.5349343277132,890.5569603782928,904.0448195374169,895.9749534690641
Taimou,dps,Widowmaker,Defense,42,5359,894,0.26,0.02,0.72,0.405,0.063,0.532,0.245,-0.04,8.17,-0.09,6.61,0.11,5.04,0.19,82,0.01,0,0,11.3,0.59,111,0.153,-0.2,0.108,-0.06,0,0,0,0,96,0.17,4,-0.51,0.279,-0.04,919.4957706852784,835.7250917897051,853.329149493116,846.9327107349588,919.4957706852784,841.6498489414503,856.6503239097207,854.2782201975187
Taimou,dps,Mccree,Offense,67,5604,929,0.22,0.08,0.7,0.358,0.108,0.533,0.26,-0.03,8.99,-0.05,7.71,0.14,4.07,0.07,73,-0.04,0,0,8.6,-0.15,120,0.125,-0.22,0.1,-0.17,0,0,0,0,74,-0.09,40,0.38,0.206,0.61,878.1369618612047,869.7407900350128,870.2214470380413,869.9665777821874,878.1369618612047,853.5396128216665,860.0820572141247,848.2166599001466
Taimou,Tank,Winston,Tank,123,2398,964,0.62,0,0.38,0.545,0.073,0.382,0.15,-0.15,5.75,-0.06,5,-0.19,3.75,0.14,117,0.07,0,0,5.5,-0.08,55,0.073,-0.1,0.073,-0.26,0,0,0,0,118,0.05,18,-0.42,0.067,-0.21,1042.6922225016683,1011.1969442335293,1009.0102132320793,1009.3829230616299,1042.6922225016683,1000.1184808328915,1010.3598322925517,1034.3775027560607
chipshajen,Support,Mercy,Support,73,27322,950,0.35,0.08,0.58,0.426,0.056,0.518,0.009,0.18,0.31,0.19,5.42,0.08,3.73,0,97,0.01,0,0,0.5,-0.89,554,0,0,0.051,-0.2,0,0,0,0,86,-0.05,30,0.02,0.071,0.09,937.9752384577369,1010.5766876933615,1001.4226814923011,1005.1426956140447,937.9752384577369,988.1918891335173,981.2931855907644,989.2212451533477
chipshajen,Support,Zenyatta,Support,112,1834,740,0,0,1,0.282,0.077,0.641,0.141,0.35,4.25,0.14,8.83,0.42,2.62,-0.24,109,0.07,0,0,-8.2,-2.3,39,0.051,-0.07,0.128,0.21,0,0,0,0,106,0,56,0.89,0.375,3.63,811.2588880180216,873.3791220125006,841.1174232681418,852.276517523421,811.2588880180216,831.1505145316931,818.3984725419399,800.1462159239866
HarryHook,offense,Bastion,Defense,4,1339,1186,0.31,0,0.69,0.615,0.115,0.269,0.242,0.06,13.44,0.5,5.38,-0.27,3.58,0.21,98,0.05,0,0,5.1,-0.55,26,0.308,1.57,0.038,-0.71,0,0,0,0,96,0.02,42,0.35,0,0,1104.290448409863,1035.8048750742937,1022.4402604855359,1026.064781214519,1104.290448409863,1002.4089572680156,993.9135837560463,995.5429566758008
HarryHook,Support,Mercy,Support,73,4344,846,0.59,0.1,0.31,0.386,0.068,0.545,0.012,0.66,0.41,0.6,5.94,0.19,3.87,0.03,104,0.08,0,0,-5.3,-2.18,88,0,0,0.057,-0.11,0,0,0,0,99,0.09,19,-0.37,0.037,-0.43,902.7762522244827,972.4662527820112,956.8934430967013,962.6798683666492,902.7762522244827,949.0154329980577,937.9024302771255,951.4261970121897
HarryHook,Support,Lucio,Support,134,6365,1009,0.28,0.13,0.59,0.476,0.032,0.492,0.078,0.11,3.11,0.29,6.69,0.23,3.68,0.27,100,-0.16,0,0,7.6,0.09,124,0.073,1.81,0.073,0.11,0,0,0,0,105,-0.13,22,-0.24,0.081,0.35,981.9739712493047,1058.2147313325493,1057.0842294868007,1058.221229673289,981.9739712493047,1013.2655508258771,1010.6988959162584,1012.2016195823933
HarryHook,Support,Zenyatta,Support,112,16105,1013,0.3,0.05,0.65,0.401,0.069,0.53,0.114,0.09,3.84,0.03,6.52,0.05,4.1,0.19,92,-0.1,0,0,3.1,-0.51,334,0.048,-0.13,0.105,-0.01,0,0,0,0,96,-0.09,29,-0.02,0.118,0.46,915.9758720619529,986.7576658737676,973.5919074950511,978.6034285844227,915.9758720619529,947.7004715346858,944.6637310310542,936.5239811727843
HarryHook,Support,Ana,Support,112,1010,1285,1,0,0,0.789,0.053,0.158,0.065,0.17,2.97,0.65,4.16,-0.25,4.16,0.01,94,0.08,0,0,-7.5,-2.01,19,0.053,1.21,0,0,0,0,0,0,86,0.02,14,-0.53,0,0,1257.406038524519,1356.4288845138647,1405.5255199323692,1390.4928528841585,1257.406038524519,1422.4968126690549,1451.436215412254,1381.212721887396
cocco,Tank,Reinhardt,Tank,82,1189,1079,0.33,0.47,0.21,0.522,0,0.478,0.145,-0.13,6.06,0.09,8.58,0.28,3.53,0.02,72,-0.26,0,0,-32.2,-5.02,23,0.087,0.01,0.174,0.39,0,0,0,0,93,-0.11,25,-0.28,0,0,1022.4528054175471,989.2834441595029,988.6763596999378,988.5136323249627,1022.4528054175471,1026.1790953078653,1033.6217171937362,1033.3017300172469
cocco,Tank,Winston,Tank,123,12384,805,0.21,0.04,0.76,0.328,0.09,0.582,0.155,-0.12,4.94,-0.19,7.8,0.26,3.73,0.13,103,-0.05,0,0,8.9,0.48,244,0.049,-0.4,0.127,0.3,0,0,0,0,117,0.04,20,-0.36,0.132,0.55,851.737722186264,804.4478348394542,817.1647255592668,812.4857017635106,851.737722186264,787.5862062980226,814.7898003625093,744.5985470654547
cocco,Tank,Orisa,Tank,18,13859,882,0.5,0.09,0.42,0.509,0.042,0.45,0.074,-0.19,2.86,-0.13,7.01,0.19,2.81,0.07,125,0.05,0,0,17.7,1.68,289,0.042,-0.02,0.09,0.29,0,0,0,0,127,0,30,0.59,0.048,-0.54,1011.0131348917394,976.8975528133141,977.1833120513362,976.7179462564118,1011.0131348917394,880.9478684775247,894.7020559401162,889.5768612316311
Dayfly,Support,Mercy,Support,73,3631,758,0.06,0,0.94,0.287,0.025,0.688,0,-1,0,-1,6.28,0.25,3.97,0.06,104,0.08,0,0,4.6,0.02,80,0,0,0.1,0.56,NaN,NaN,NaN,NaN,95,0.05,18,-0.38,0.042,-0.35,815.6587612971784,878.1429263764194,846.6835780675918,857.5843709293456,815.6587612971784,852.05370406279485,830.5103108758691,857.8834528628232
Dayfly,Support,Zenyatta,Support,112,2293,1255,0.42,0,0.58,0.574,0.021,0.404,0.124,0.19,4.97,0.34,6.28,0.01,4.45,0.3,92,-0.09,0,0,-15.8,-3.51,47,0.064,0.16,0.064,-0.4,0,0,0,0,99,-0.07,27,-0.11,0.063,-0.22,1068.2114875207776,1151.5852968653573,1166.1808635560203,1162.2551564294079,1068.2114875207776,1117.138644320549,1128.2258295068252,1134.7874550218764
Bunny,dps,Tracer,Offense,151,16951,988,0.57,0,0.43,0.51,0.053,0.437,0.256,0.01,8.92,0.01,5.2,-0.1,6.09,0.15,77,0.09,0,0,0.4,-0.92,341,0.147,0.12,0.067,-0.22,0,0,0,0,74,-0.04,22,-0.1,0.124,0.57,1011.8931095475708,1014.5604426981437,1015.8676578697437,1015.4917943038564,1011.8931095475708,979.7558993921776,992.4739632125888,1000.0988669049426
zunba,flex,D.Va,Tank,148,33347,1059,0.57,0.06,0.37,0.507,0.053,0.44,0.206,0.15,7.43,0.22,5.06,0.1,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,679,0.096,0.28,0.044,0.29,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1009.2531855800767,974.9920310677466,975.4151508746282,974.9032253227886,1009.2531855800767,1024.3023998075553,1031.9544997495473,1033.5208420038186
Gamsu,tank,Orisa,Tank,18,2758,1065,0.52,0,0.48,0.574,0.016,0.41,0.099,0.09,3.92,0.2,5.44,-0.08,3.26,0.24,87,-0.27,0,0,24.4,2.7,61,0.016,-0.63,0.016,-0.77,0,0,0,0,76,-0.4,7,-0.61,0.2,0.92,1068.2114875207776,1038.827009544258,1034.6485502943447,1035.6963765991663,1068.2114875207776,944.6096096976466,942.6565292968439,942.2457028529416
Gamsu,tank,Winston,Tank,123,33736,920,0.5,0,0.5,0.488,0.049,0.464,0.171,-0.03,6.53,0.06,7.29,0.18,3.77,0.14,104,-0.04,0,0,2.1,-0.65,658,0.065,-0.2,0.112,0.14,0,0,0,0,111,-0.02,22,-0.27,0.117,0.38,992.533667119281,956.8895744848552,958.6176196959027,957.663376453368,992.533667119281,944.2920308398614,958.9889022464115,958.2604498788048
Gamsu,tank,Reinhardt,Tank,82,3195,1057,0.19,0,0.81,0.443,0.057,0.5,0.182,0.09,6.39,0.14,7.51,0.12,4.13,0.19,91,-0.07,0,0,-7.4,-1.92,70,0.057,-0.34,0.143,0.14,0,0,0,0,92,-0.12,30,-0.16,0,0,952.93480760687,914.0153352095862,918.8339932199739,916.8321554468456,952.93480760687,948.8055944403322,955.7658436692825,944.4011093897907
Rascal,dps,Junkrat,Defense,26,2020,1129,0.89,0,0.11,0.744,0.116,0.14,0.247,-0.16,10.69,0.02,5.35,-0.18,4.46,-0.04,85,0.06,0,0,7.4,0.07,43,0.186,-0.06,0.07,-0.35,0,0,0,0,85,0.02,34,0.8,0.077,-0.39,1217.807179012108,1158.7110276633985,1126.3228000951651,1136.1030530805344,1217.807179012108,1190.2568498145595,1172.9218343303246,1183.052591549436
Rascal,dps,Genji,Offense,111,1481,696,0.23,0,0.77,0.313,0.031,0.656,0.24,-0.03,7.29,-0.16,9.32,0.53,2.84,-0.23,111,0.18,0,0,28.8,1.55,32,0.063,-0.52,0.188,1.04,0,0,0,0,119,0.24,41,0.3,0,0,838.5381023487937,826.8665507597437,827.1025030418136,826.8834544698511,838.5381023487937,879.5645859003904,860.2603922107779,886.6455694541737
Birdring,dps,Tracer,Offense,151,16326,939,0.62,0,0.38,0.462,0.063,0.474,0.241,-0.05,9,0.02,6.14,0.06,5.22,-0.01,68,-0.04,0,0,9.7,0.87,331,0.139,0.06,0.106,0.23,0,0,0,0,82,0.06,27,0.1,0.144,0.82,969.6543260676658,968.8279208045234,969.8741176071009,969.5364627706978,969.6543260676658,932.744152029626,947.9288035220402,937.6107906673499
Birdring,dps,Widowmaker,Defense,42,10950,1083,0.75,0,0.25,0.622,0.057,0.322,0.265,0.03,10.03,0.12,4.88,-0.18,4.71,0.11,78,-0.04,0,0,-0.5,-1.07,230,0.178,-0.07,0.083,-0.28,0,0,0,0,79,-0.03,6,-0.23,0.247,-0.15,1110.4502710006827,1042.4742011837802,1028.0772975186167,1032.0358502305044,1110.4502710006827,1054.1821234763192,1037.4668772005818,1039.736904882134
Birdring,dps,Genji,Offense,111,1945,962,0.56,0,0.44,0.432,0,0.568,0.235,-0.05,8.64,0,9.25,0.52,4.01,0.1,74,-0.22,0,0,31.8,1.81,37,0.054,-0.59,0.135,0.47,0,0,0,0,89,-0.07,10,-0.7,0.077,1.08,943.255086392725,940.2450946210107,941.128154942949,940.8143805624736,943.255086392725,996.1145429033829,989.9356999888032,995.9532444062764
Birdring,dps,Mccree,Offense,67,6085,1024,0.57,0,0.43,0.548,0.071,0.381,0.241,-0.1,9.17,-0.03,6.61,-0.02,3.55,-0.07,79,0.04,0,0,16.1,0.59,126,0.183,0.14,0.087,-0.27,0,0,0,0,87,0.07,37,0.27,0.265,1.07,1045.3321464691624,1050.7653558639265,1052.2792105776691,1051.8730984342735,1045.3321464691624,1039.6277794651005,1041.0068588498423,1043.139246386874
Birdring,off tank,Roadhog,Tank,90,1097,1311,0.53,0,0.47,0.545,0,0.455,0.351,0.47,10.94,0.38,3.83,-0.34,2.73,-0.08,96,-0.11,0,0,45.5,9.34,22,0.182,0.23,0.045,-0.49,0,0,0,0,92,-0.19,40,0.36,0,0,1042.6922225016683,1011.1969442335293,1009.0102132320793,1009.3829230616299,1042.6922225016683,1049.0528572945627,1044.6436468737531,1045.549866776036
Birdring,dps,Soldier: 76,Offense,148,4369,1160,0.62,0,0.38,0.652,0.045,0.303,0.212,-0.1,8.51,0.08,4.39,-0.24,4.67,0.32,88,-0.09,0,0,0,0,89,0.157,0.33,0.079,-0.16,0,0,0,0,95,-0.01,12,-0.62,0.265,3.73,1136.8495106756234,1149.8524866334371,1151.931881146729,1151.442983422784,1136.8495106756234,1147.042719130965,1153.5082059354017,1179.0704848700368
ryujehong,Support,Ana,Support,112,2269,1691,0.52,0.15,0.33,0.533,0.089,0.378,0.124,1.24,5.55,2.08,7.14,0.29,4.76,0.15,83,-0.04,0,0,8.2,0.11,45,0.133,4.54,0.111,0.31,0,0,0,0,86,0.02,21,-0.31,0.056,0.04,1032.132526631692,1112.5221010812234,1120.5383942005305,1118.7307585008275,1032.132526631692,1171.7674934021127,1148.955643902233,1170.2131665625363
ryujehong,Support,Zenyatta,Support,112,26851,1145,0.7,0.03,0.27,0.565,0.045,0.39,0.113,0.07,4.22,0.14,5.47,-0.12,3.82,0.11,96,-0.06,0,0,1.9,-0.7,556,0.047,-0.15,0.083,-0.22,0,0,0,0,100,-0.06,37,0.25,0.049,-0.4,1060.2917156182953,1143.0104490103033,1156.1617849170102,1152.7010202987437,1060.2917156182953,1108.3239416900708,1118.676356175716,1124.4731702551608
ryujehong,Support,Mercy,Support,73,5297,1142,0.49,0.2,0.32,0.505,0.075,0.421,0.031,3.29,1.13,3.37,4.19,-0.16,3.96,0.06,88,-0.08,0,0,2.9,-0.36,107,0,0,0.028,-0.56,0,0,0,0,82,-0.09,32,0.08,0.114,0.75,1007.493236268414,1085.8447966432782,1089.3679273236105,1089.0067794276506,1007.493236268414,1065.5653900010502,1066.9899273352016,1063.866465232135
tobi,Support,Mercy,Support,73,28138,1025,0.62,0.04,0.34,0.539,0.043,0.417,0.009,0.16,0.32,0.23,4.58,-0.08,3.82,0.02,101,0.05,0,0,12.1,1.69,575,0,0,0.056,-0.12,0,0,0,0,91,0,28,-0.07,0.096,0.48,1037.4123745666802,1118.238666317926,1127.2177799598705,1125.1001825879368,1037.4123745666802,1098.8653777161908,1103.8720693517946,1095.9922561521194
tobi,Support,Lucio,Support,134,9506,1166,0.74,0,0.26,0.503,0.067,0.431,0.089,0.27,3.16,0.31,4.42,-0.19,3.6,0.24,108,-0.09,0,0,1,-0.86,195,0.041,0.58,0.062,-0.06,0,0,0,0,110,-0.09,25,-0.15,0.107,0.78,1005.7332869567513,1083.9392748977107,1087.1414654038306,1086.883638065281,1005.7332869567513,1039.7096587173123,1038.5790763137904,1036.9237231907211
Miro,tank,Winston,Tank,123,27688,1013,0.57,0.07,0.36,0.533,0.046,0.422,0.152,-0.14,5.55,-0.1,4.66,-0.25,3.75,0.14,113,0.03,0,0,0.4,-0.93,567,0.065,-0.2,0.093,-0.05,0,0,0,0,119,0.06,27,-0.13,0.119,0.4,1032.132526631692,999.7638137601242,998.4012461718315,998.4945974598904,1032.132526631692,988.3655439922536,999.5448996512591,1018.3528600450595
Miro,tank,Orisa,Tank,18,2100,695,0.46,0.09,0.45,0.467,0.044,0.489,0.063,-0.31,2,-0.39,8.57,0.45,1.14,-0.57,136,0.14,0,0,-21.7,-4.29,45,0.022,-0.49,0.178,1.54,0,0,0,0,136,0.07,9,-0.53,0,0,974.0541993468225,936.8815961563963,940.0519273404692,938.6088066503243,974.0541993468225,839.8125895352921,863.7160885403845,855.5446866455537
MekO,off tank,Roadhog,Tank,90,6460,998,0.63,0,0.37,0.562,0.031,0.408,0.23,-0.04,8.17,0.03,5.85,0.01,3.25,0.09,102,-0.05,0,0,-2.3,-1.52,130,0.146,-0.01,0.092,0.05,0,0,0,0,107,-0.06,33,0.13,0.036,-0.58,1057.6517916508014,1027.393879070853,1024.0395832340969,1024.8080509974272,1057.6517916508014,1065.7028511521332,1061.0342048395241,1060.3741095957057
MekO,off tank,D.Va,Tank,148,37888,1101,0.63,0.05,0.32,0.543,0.059,0.399,0.189,0.06,7.17,0.18,4.42,-0.04,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,750,0.088,0.17,0.035,0.03,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1040.9322731900056,1009.2914224879618,1007.2420520553712,1007.5682021280064,1040.9322731900056,1059.561210329469,1068.3644068441536,1076.9049326007325
Saebyeolbe,dps,Mccree,Offense,67,3761,1004,0.66,0.08,0.26,0.583,0.042,0.375,0.251,-0.06,9.89,0.05,7.5,0.11,4.79,0.26,69,-0.1,0,0,4.2,-0.58,72,0.097,-0.39,0.181,0.51,0,0,0,0,73,-0.11,33,0.14,0.107,-0.16,1076.1312594232597,1084.1119864113577,1085.8161670191794,1085.3821943438686,1076.1312594232597,1073.9071785836275,1074.3351117827376,1079.0460386344287
Saebyeolbe,dps,Widowmaker,Defense,42,5168,922,0.51,0,0.49,0.577,0.019,0.404,0.255,0,8.13,-0.09,6.27,0.06,4.3,0.01,90,0.1,0,0,-7.7,-2.08,104,0.154,-0.2,0.106,-0.08,0,0,0,0,89,0.09,14,0.74,0.444,0.52,1070.8514114882717,999.5999619085109,991.8392023059552,993.6504065563129,1070.8514114882717,1010.1086103239268,999.9703569328915,1001.2777306387807
Saebyeolbe,dps,Tracer,Offense,151,24200,996,0.58,0.03,0.39,0.49,0.069,0.442,0.243,-0.04,8.8,-0.01,4.61,-0.21,5.63,0.06,80,0.13,0,0,-0.3,-1.06,480,0.121,-0.08,0.071,-0.17,0,0,0,0,78,0.01,23,-0.06,0.072,-0.09,994.2936164309436,995.5052252424686,996.7036827603092,996.3437394983736,994.2936164309436,960.1676713244477,973.9134800081936,974.0621684726123
janus,tank,Winston,Tank,123,18476,913,0.57,0.05,0.38,0.509,0.073,0.418,0.156,-0.12,5.55,-0.09,5.88,-0.05,3.67,0.11,111,0.01,0,0,-3.9,-1.65,371,0.067,-0.17,0.127,0.3,0,0,0,0,114,0.01,26,-0.14,0.064,-0.25,1011.0131348917394,976.8975528133141,977.1833120513362,976.7179462564118,1011.0131348917394,964.8596703109777,977.9150343686737,986.303574623057
janus,tank,Orisa,Tank,18,1714,969,0.48,0,0.52,0.694,0,0.306,0.091,0,3.15,-0.04,4.2,-0.29,2.45,-0.07,134,0.12,0,0,-40.9,-7.2,36,0,0,0,0,0,0,0,0,134,0.05,17,-0.1,0,0,1173.8084462205402,1153.1583142783088,1140.7382208968215,1144.5796326165596,1173.8084462205402,1062.1389781040257,1031.187864724649,1039.4804873845915
KuKi,tank,Orisa,Tank,18,1166,847,1,0,0,0.476,0,0.524,0.105,0.16,3.09,-0.06,5.66,-0.04,1.54,-0.42,164,0.37,0,0,52.4,6.94,21,0,0,0.048,-0.31,0,0,0,0,164,0.29,63,2.32,0,0,981.9739712493047,945.4564440114501,948.0086526356549,946.7750508516286,981.9739712493047,848.6272921657705,870.3559386974698,862.8372954854275
KuKi,tank,Winston,Tank,123,9223,904,0.78,0,0.22,0.5,0.074,0.426,0.144,-0.19,5.4,-0.12,6.96,0.12,3.71,0.13,110,0.01,0,0,9.6,0.6,188,0.005,-0.94,0.106,0.08,0,0,0,0,112,0,25,-0.18,0.053,-0.38,1003.0933629892572,968.3227049582603,969.2265867561504,968.5517020551074,1003.0933629892572,956.0449676804992,969.8038348877043,974.285092589806
munchkin,dps,Soldier: 76,Tank,148,1137,1088,0.38,0.5,0.12,0.56,0,0.44,0.246,0.04,8.44,0.07,7.39,0.27,5.8,0.64,70,-0.27,0,0,-11.6,-2.57,25,0.04,-0.66,0.04,-0.57,0,0,0,0,78,-0.2,27,-0.16,0.091,0.63,1055.8918423391387,1025.4883573252855,1022.2714220573888,1022.9933300638038,1055.8918423391387,1056.9368700194077,1064.0020035918278,1072.9661925905807
munchkin,dps,Tracer,Offense,151,12285,956,0.69,0.1,0.21,0.52,0.052,0.429,0.227,-0.1,8.35,-0.06,5.86,0.01,6.94,0.31,67,-0.05,0,0,3.5,-0.33,252,0.103,-0.21,0.091,0.06,0,0,0,0,77,0,15,-0.38,0.092,0.16,1020.6928561058844,1024.0880514259813,1025.4496454244609,1025.0658217065977,1020.6928561058844,989.5500134260425,1001.7542048147865,1013.1172161211077
Surefour,dps,Tracer,Offense,151,7783,871,0.44,0,0.56,0.387,0.09,0.523,0.272,0.08,8.4,-0.05,6.01,0.04,4.93,-0.07,79,0.12,0,0,1.7,-0.67,155,0.161,0.23,0.129,0.5,0,0,0,0,76,-0.01,25,0.03,0.019,-0.76,903.6562268803141,897.3708553457417,898.0092109467213,897.7312572501376,903.6562268803141,859.288296775639,878.3269915055579,839.9731715461111
Surefour,dps,Widowmaker,Defense,42,3261,989,0.5,0,0.5,0.531,0.094,0.375,0.279,0.09,9.2,0.03,5.52,-0.07,4.78,0.13,80,-0.01,0,0,10.5,0.48,64,0.188,-0.02,0.141,0.23,0,0,0,0,80,-0.02,4,-0.47,0.115,-0.61,1030.3725773200292,955.7729617604583,954.7958160885678,954.411953022695,1030.3725773200292,965.0556857681484,961.6405806592528,961.9639080789082
Surefour,dps,Genji,Offense,111,2271,1209,0.44,0,0.56,0.413,0.065,0.522,0.317,0.28,10.04,0.16,5.28,-0.13,5.02,0.37,67,-0.3,0,0,28.7,1.54,46,0.065,-0.5,0.13,0.41,0,0,0,0,75,-0.22,23,-0.26,0.222,5,926.5355679319292,922.1426380381193,922.9223785889862,922.623728497265,926.5355679319292,977.5057262390395,969.2312390830682,978.5007584895542
Surefour,dps,Junkrat,Defense,26,1102,1059,0.4,0,0.6,0.56,0.08,0.36,0.24,-0.18,9.8,-0.06,4.36,-0.33,5.99,0.3,66,-0.18,0,0,-6,-1.87,25,0.24,0.21,0.12,0.12,0,0,0,0,62,-0.26,11,-0.44,0.182,0.43,1055.8918423391387,983.4030270711872,978.1492552256163,979.1492389460627,1055.8918423391387,1010.0451515914449,1011.2441522326284,1010.4307438148335
Surefour,dps,Pharah,Offense,70,2107,1043,0.6,0,0.4,0.386,0.068,0.545,0.301,0.04,10.54,0.04,7.12,0.15,3.99,0.11,74,-0.19,0,0,25,1.1,44,0.182,0.12,0.045,-0.46,0,0,0,0,81,-0.14,39,0.23,0,0,902.7762522244827,896.4180944729579,897.0510121912497,896.7738545098633,902.7762522244827,881.69411620593,879.0524839149975,907.254924279487
Surefour,dps,Soldier: 76,Offense,148,4566,898,0.28,0,0.72,0.411,0.044,0.544,0.238,0,6.44,-0.18,6.7,0.16,3.81,0.08,84,-0.13,0,0,8.9,0.2,90,0.156,0.32,0.1,0.06,0,0,0,0,89,-0.08,32,0,0.148,1.64,924.7756186202665,920.2371162925518,921.0059810780427,920.7089230167168,924.7756186202665,911.0045709148203,919.0408715353877,901.1233713988529
Surefour,off tank,Zarya,Tank,116,1317,1084,0.35,0,0.65,0.387,0.032,0.581,0.227,0.3,6.83,0.14,5.92,0.06,3.64,0.31,100,-0.13,0,0,11.3,-0.16,31,0.032,-0.54,0.032,-0.54,0,0,0,0,102,-0.13,28,0.02,0,0,903.6562268803141,860.6607263336958,869.3254802721514,866.0199693053956,903.6562268803141,880.6191220518277,875.5201083999283,903.8887729929158
