player,role,hero,hero.role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg,simple_model_role,pred_ri_role,pred_rs_role,pred_rsi_role,simple_model,pred_ri,pred_rs,pred_rsi
Surefour,dps,Mccree,Offense,67,2301,1125,0.12,0,0.88,0.5,0.111,0.389,0.294,0.1,10.95,0.16,5.74,-0.15,4.43,0.17,58,-0.24,0,0,-19.2,-2.9,54,0.167,0.04,0.111,-0.07,0,0,0,0,59,-0.28,38,0.32,0.063,-0.51,1003.0933629892572,1005.0328339703061,1006.2856703150264,1005.9177669011151,1003.0933629892572,992.6160321025485,995.2995405418715,993.895645590227
Custa,Support,Mercy,Support,73,3806,1005,0.18,0.06,0.76,0.463,0.088,0.45,0.015,1.04,0.63,1.43,4.73,-0.06,3.78,0.01,95,-0.02,0,0,-0.8,-1.18,80,0,0,0.05,-0.22,0,0,0,0,94,0.03,31,0.05,0.043,-0.34,970.5343007234972,1045.8288399863604,1042.612227008231,1044.4208108178855,970.5343007234972,1024.4301110588174,1021.4296342558806,1024.181664683919
Custa,Support,Zenyatta,Support,112,13110,1039,0.63,0.11,0.26,0.507,0.051,0.442,0.103,-0.01,4.07,0.09,6.18,-0.01,3.62,0.05,108,0.06,0,0,10.8,0.71,274,0.047,-0.15,0.077,-0.27,0,0,0,0,111,0.05,27,-0.1,0.078,-0.04,1009.2531855800767,1087.7503183888457,1091.5943892433907,1091.1299207900204,1009.2531855800767,1051.518080293654,1057.1353058196771,1058.0033350918814
Custa,Support,Moira,Support,12,1622,1473,0.46,0.35,0.19,0.581,0.032,0.387,0.12,0.39,4.81,0.65,3.7,-0.35,7.03,0.31,60,-0.07,0,0,6.6,-0.27,31,0,0,0.032,-0.66,0,0,0,0,48,-0.18,9,-0.48,0,0,1074.371310111597,1158.2546229748434,1173.97348027525,1169.686151197702,1074.371310111597,1234.812961121227,1241.4361769426296,1231.3742159296603
Custa,Support,Lucio,Support,134,1098,933,0.03,0,0.97,0.471,0,0.529,0.074,0.05,3.28,0.36,7.65,0.41,3.28,0.13,115,-0.03,0,0,19.6,1.8,17,0.059,1.27,0,0,0,0,0,0,120,-0.01,16,-0.47,0,0,977.5740979701479,1053.4509269686305,1051.5180746873507,1052.9133762673646,977.5740979701479,1008.3684938089445,1005.535899546345,1007.6234522475177
coolmatt,off tank,D.Va,Tank,148,36342,1090,0.67,0,0.33,0.525,0.039,0.436,0.214,0.19,7.86,0.29,5.22,0.13,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,748,0.083,0.11,0.028,-0.18,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1025.0927293850411,992.1417267778542,991.3286014649998,991.2357137253975,1025.0927293850411,1041.9318050685122,1050.1594532968504,1055.2128873022757
clockwork,dps,Tracer,Offense,151,5942,739,0.46,0,0.54,0.397,0.052,0.552,0.222,-0.12,6.77,-0.24,6.26,0.08,5.45,0.03,75,0.06,0,0,-10.7,-3.06,116,0.121,-0.08,0.06,-0.3,0,0,0,0,77,-0.01,24,-0.02,0.044,-0.44,912.4559734386276,906.8984640735792,907.5911985014386,907.3052846528789,912.4559734386276,869.0824108095039,887.6072331077555,852.9915207622763
clockwork,dps,Soldier: 76,Offense,148,2368,772,0.58,0,0.42,0.553,0.021,0.426,0.203,-0.14,7.09,-0.1,7.85,0.36,3.55,0,104,0.08,0,0,-5.3,-1.72,47,0.064,-0.46,0.17,0.81,0,0,0,0,106,0.09,19,-0.39,0,0,1049.732019748319,1055.5291602278453,1057.0702043550277,1056.6601121356443,1049.732019748319,1050.0809901957023,1057.1917490656865,1064.8930399171436
clockwork,dps,Widowmaker,Defense,42,1307,847,0.49,0,0.51,0.419,0.032,0.548,0.29,0.13,9.18,0.02,8.26,0.39,2.75,-0.35,89,0.1,0,0,-41.9,-6.9,31,0.29,0.51,0.097,-0.16,0,0,0,0,82,0,13,0.55,0.667,1.28,931.8154158669174,849.0637440086776,864.6032235592774,858.8748487669295,931.8154158669174,855.3616085888611,868.3159079930019,866.2432966287843
Agilities,dps,Genji,Offense,111,12266,1088,0.48,0.06,0.46,0.473,0.053,0.473,0.268,0.08,9.78,0.13,6.26,0.03,4.4,0.2,78,-0.17,0,0,15.4,0.36,243,0.086,-0.34,0.111,0.21,0,0,0,0,81,-0.15,36,0.15,0.071,0.92,979.3340472818106,979.3082904051447,980.4143039172898,980.0678929137133,979.3340472818106,1036.2704104422291,1034.6137472064422,1033.6138719107823
Agilities,dps,Junkrat,Defense,26,6177,1060,0.7,0.06,0.24,0.543,0.054,0.403,0.283,-0.03,10.3,-0.01,6.61,0.02,4.86,0.05,81,0,0,0,12.4,0.8,129,0.194,-0.02,0.085,-0.21,0,0,0,0,81,-0.03,13,-0.28,0.14,0.1,1040.9322731900056,967.2060922338634,964.4593081452775,964.6480713358126,1040.9322731900056,993.3951577338746,996.3065402996892,994.4819861437015
Agilities,off tank,Roadhog,Tank,90,2878,1206,0.61,0,0.39,0.508,0.016,0.475,0.225,-0.06,8.76,0.11,4.59,-0.21,3.96,0.33,91,-0.16,0,0,-8,-2.82,61,0.164,0.11,0.016,-0.82,0,0,0,0,94,-0.17,35,0.21,0.063,-0.27,1010.133160235908,975.9447919405303,976.2992314629822,975.8105857896002,1010.133160235908,1012.8146353692624,1008.9700795364871,1013.2853382861673
Agilities,dps,Pharah,Offense,70,3717,846,0.44,0,0.56,0.479,0.085,0.437,0.246,-0.15,9.52,-0.06,7.1,0.15,3.71,0.03,94,0.03,0,0,12.1,0.02,71,0.085,-0.48,0.127,0.51,0,0,0,0,97,0.03,38,0.19,0,0,984.6138952167987,985.0248556418472,986.1634964501202,985.812309355358,984.6138952167987,972.7793767208736,965.7571169319596,975.3657353330715
ShaDowBurn,dps,Genji,Offense,111,19798,1038,0.47,0.03,0.5,0.418,0.059,0.523,0.309,0.25,11.09,0.28,7.06,0.16,3.79,0.04,94,0,0,0,10.3,-0.09,390,0.144,0.1,0.105,0.14,0,0,0,0,98,0.02,44,0.38,0.055,0.49,930.9354412110861,926.9064424020381,927.7133723663449,927.4107421986356,930.9354412110861,982.402783255972,974.6797814266824,983.0935179413232
ShaDowBurn,dps,Tracer,Offense,151,1660,760,0.05,0,0.95,0.351,0.054,0.595,0.214,-0.15,6.87,-0.22,7.95,0.37,3.98,-0.25,82,0.15,0,0,7.7,0.48,37,0.108,-0.18,0.108,0.26,0,0,0,0,70,-0.1,29,0.17,0.125,0.58,871.9771392703851,863.0714639255265,863.5140557497392,863.2647586002685,871.9771392703851,824.0294862537252,844.9181217376464,793.1071143679164
ShaDowBurn,dps,Pharah,Offense,70,5487,1143,0.47,0.05,0.49,0.509,0.053,0.439,0.302,0.05,11.59,0.14,4.92,-0.2,3.61,0,72,-0.21,0,0,9.8,-0.18,114,0.175,0.08,0.026,-0.69,0,0,0,0,78,-0.18,52,0.62,0.097,0.73,1011.0131348917394,1013.6076818253599,1014.909459114272,1014.5343915635823,1011.0131348917394,1002.1617188224684,993.7263533890441,997.3369647051954
ShaDowBurn,dps,Junkrat,Defense,26,5304,938,0.39,0,0.61,0.5,0.037,0.463,0.296,0.01,9.16,-0.12,6,-0.08,3.73,-0.19,92,0.15,0,0,22.4,2.25,108,0.176,-0.11,0.093,-0.13,0,0,0,0,92,0.1,16,-0.17,0.061,-0.52,1003.0933629892572,926.2373747041619,929.8317949420679,927.9686473804742,1003.0933629892572,951.2804673882554,958.5231689399016,954.1410108578976
ShaDowBurn,off tank,Zarya,Tank,116,1567,1001,0.49,0.1,0.42,0.531,0.031,0.438,0.224,0.28,9.19,0.53,7.66,0.37,4.21,0.51,86,-0.25,0,0,13.5,0.01,32,0.063,-0.1,0.125,0.81,0,0,0,0,76,-0.35,5,-0.83,0.182,2.87,1030.3725773200292,997.8582920145567,996.6330849951236,996.6798765262673,1030.3725773200292,1021.6543641394827,1008.1111658508747,1010.7654304366679
Rawkus,Support,Zenyatta,Support,112,30156,1023,0.68,0,0.32,0.527,0.042,0.431,0.088,-0.16,3.24,-0.13,6.01,-0.03,3.78,0.1,94,-0.07,0,0,2.7,-0.57,615,0.041,-0.25,0.078,-0.26,0,0,0,0,100,-0.05,42,0.4,0.054,-0.33,1026.8526786967038,1106.8055358445208,1113.8590084411906,1112.3613344137182,1026.8526786967038,1071.106308361384,1078.356357666587,1080.9239679068053
Rawkus,Support,Mercy,Support,73,1263,901,0.42,0,0.58,0.296,0,0.704,0,-1,0,-1,7.13,0.42,3.33,-0.11,74,-0.23,0,0,3.7,-0.18,27,0,0,0.074,0.16,NaN,NaN,NaN,NaN,90,-0.01,20,-0.33,0.143,1.2,823.5785331996606,886.7177742314732,856.7026567066017,867.1385070600095,823.5785331996606,860.8684066932732,840.2732308214378,866.387338694584
Rawkus,Support,Moira,Support,12,1170,1165,0.8,0,0.2,0.4,0.12,0.48,0.127,0.47,3.59,0.23,5.64,0,5.64,0.05,66,0.01,0,0,4.4,-0.52,25,0.04,0.48,0.12,0.26,0,0,0,0,49,-0.17,10,-0.38,0.091,-0.32,915.0958974061216,985.8049050009838,972.4786765351612,977.5418579032377,915.0958974061216,1057.5394971082721,1016.4308913746024,1059.8092369327583
Rawkus,dps,Bastion,Defense,4,988,978,1,0,0,0.783,0,0.217,0.204,-0.1,11.54,0.29,5.47,-0.26,3.04,0.03,115,0.23,0,0,21.7,0.92,23,0.043,-0.64,0.13,0.01,0,0,0,0,105,0.12,14,-0.56,0,0,1252.126190589531,1195.8687017019647,1157.7291492794716,1169.370437598167,1252.126190589531,1166.950073036946,1123.5964557868272,1122.720688555883
Rawkus,off tank,Roadhog,Tank,90,1360,1071,1,0,0,0.656,0.094,0.25,0.17,-0.29,7.94,0,6.18,0.07,4.85,0.63,93,-0.14,0,0,12.2,1.77,32,0.031,-0.79,0.063,-0.28,0,0,0,0,104,-0.08,8,-0.71,0,0,1140.3694092989488,1116.953401112526,1107.1431585393702,1110.0999348777184,1140.3694092989488,1157.7675230704633,1151.6643488855514,1142.3434522456428
Rawkus,Support,Ana,Support,112,1681,1160,0.86,0,0.14,0.649,0,0.351,0.048,-0.14,1.78,-0.01,6.07,0.1,3.93,-0.05,93,0.07,0,0,17,1.3,37,0,0,0.108,0.27,0,0,0,0,96,0.14,37,0.23,0,0,1134.2095867081293,1223.0423623241388,1249.67318554777,1241.8729575182742,1134.2095867081293,1285.3792161949457,1286.017152867711,1265.8223400691134
Manneten,flex,D.Va,Tank,148,30676,900,0.22,0.02,0.76,0.392,0.062,0.546,0.22,0.23,6.87,0.13,6.1,0.33,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,617,0.109,0.45,0.032,-0.06,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,908.0561001594708,865.4245306976146,873.7458832139213,870.5567716394536,908.0561001594708,911.6700884181085,915.6450743084441,894.9327748192326
Manneten,flex,Roadhog,Tank,90,4238,990,0.16,0.08,0.76,0.516,0.011,0.473,0.229,-0.04,7.22,-0.09,5.95,0.03,2.97,0,93,-0.14,0,0,-10.4,-3.36,93,0.161,0.09,0.054,-0.39,0,0,0,0,104,-0.08,28,-0.04,0.158,0.84,1017.172957482559,983.5668789228004,983.371876169814,983.069469524093,1017.172957482559,1020.6499265963542,1016.683283285085,1020.261452554247
Manneten,flex,Zarya,Tank,116,941,902,0.25,0,0.75,0.25,0.15,0.6,0.256,0.47,6.38,0.07,5.74,0.03,5.1,0.83,80,-0.3,0,0,25,0.87,20,0,0,0.1,0.45,0,0,0,0,91,-0.23,4,-0.85,0.25,4.32,783.0996990314183,730.1324867623213,748.2064396676569,741.7115853522051,783.0996990314183,746.4397597878783,749.3744495750695,802.2075086193462
SoOn,dps,Tracer,Offense,151,29296,991,0.5,0.14,0.36,0.481,0.056,0.463,0.242,-0.04,8.83,0,6.04,0.04,6.27,0.18,71,-0.01,0,0,4,-0.23,574,0.141,0.08,0.115,0.34,0,0,0,0,76,-0.02,16,-0.36,0.091,0.15,986.3738445284614,986.9303773874148,988.0798939610636,987.7271148359064,986.3738445284614,951.3529686939693,965.5612625662156,962.3456541780636
SoOn,dps,Widowmaker,Offense,42,6216,1032,0.76,0.03,0.21,0.563,0.063,0.373,0.254,-0.01,9.94,0.11,6.56,0.1,4.63,0.09,75,-0.08,0,0,14.2,1,126,0.214,0.11,0.079,-0.31,0,0,0,0,71,-0.14,14,0.73,0.234,-0.2,1058.5317663066326,1065.0567689556826,1066.652191909745,1066.2341395383855,1058.5317663066326,996.3968506765159,988.3047728496101,989.3126542075152
SoOn,dps,Bastion,Defense,4,1988,798,0.66,0,0.34,0.548,0.048,0.405,0.235,0.03,10.26,0.15,7.85,0.06,3.62,0.22,93,-0.01,0,0,23,1.04,42,0.119,-0.01,0.19,0.47,0,0,0,0,88,-0.07,35,0.12,0.083,0.06,1045.3321464691624,971.9698965977822,968.4857631689066,968.9131206329448,1045.3321464691624,936.7883932411206,942.1948193151992,944.82326598553
SoOn,dps,Zarya,Tank,116,1013,833,0.54,0,0.46,0.545,0,0.455,0.131,-0.25,4.74,-0.21,7.11,0.27,2.96,0.06,119,0.04,0,0,-4.5,-1.34,22,0,0,0.091,0.32,0,0,0,0,130,0.1,54,1.01,0,0,1042.6922225016683,1011.1969442335293,1009.0102132320793,1009.3829230616299,1042.6922225016683,1035.3661237868937,1021.0019631030501,1021.1562165770325
Zebbosai,Support,Mercy,Support,73,20338,953,0.25,0.03,0.73,0.433,0.061,0.506,0.01,0.37,0.32,0.25,5.37,0.07,3.86,0.03,104,0.08,0,0,2.6,-0.42,423,0.002,1,0.043,-0.33,0,0,0,0,97,0.07,23,-0.22,0.016,-0.75,944.1350610485564,1017.2460138028478,1009.215298211531,1012.5736903823389,944.1350610485564,995.0477689572227,988.8865677706513,995.8353785780504
Zebbosai,Support,Lucio,Support,134,7576,684,0.13,0,0.87,0.351,0.066,0.583,0.069,-0.02,2.06,-0.14,7.68,0.41,3.48,0.2,112,-0.06,0,0,12.3,0.76,151,0.013,-0.5,0.159,1.41,0,0,0,0,116,-0.04,15,-0.49,0.091,0.52,871.9771392703851,939.1196222345798,917.9303595005514,925.5248945251782,871.9771392703851,890.8391254025654,881.6239866684252,897.7474362105055
Zebbosai,Support,Zenyatta,Support,112,3882,880,0.26,0,0.74,0.425,0.068,0.507,0.109,0.04,2.94,-0.21,6.65,0.07,3.25,-0.05,111,0.1,0,0,-1.3,-1.21,73,0.068,0.24,0.123,0.16,0,0,0,0,129,0.22,36,0.21,0.053,-0.35,937.0952638019055,1009.6239268205777,1000.309450532411,1004.0811249328598,937.0952638019055,971.2063452159616,970.1289932473462,964.028740550693
Zebbosai,dps,Sombra,Offense,60,2004,735,0.13,0,0.87,0.41,0.026,0.564,0.131,-0.07,4.79,0,8.38,0.49,5.39,0.01,75,0.12,0,0,9,0.48,39,0.077,-0.04,0.077,-0.17,0,0,0,0,73,0.09,13,-0.46,0,0,923.8956439644352,919.2843554197681,920.0477823225709,919.7515202764425,923.8956439644352,973.2931094113502,953.7954947953967,971.4777047159066
Zebbosai,dps,Widowmaker,Defense,42,1327,792,0.18,0.39,0.43,0.286,0,0.714,0.255,0,5.88,-0.34,7.23,0.22,3.17,-0.26,114,0.4,0,0,21.4,2.01,28,0.25,0.3,0.107,-0.07,0,0,0,0,106,0.3,8,0.03,0.143,-0.51,814.7787866413471,722.3465479284381,757.4995199307448,745.4245374632081,814.7787866413471,725.0998919384576,757.492859201829,752.5750705317619
Nevix,flex,D.Va,Tank,148,35079,963,0.34,0.06,0.6,0.419,0.058,0.523,0.191,0.07,6.12,0.01,4.89,0.06,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,730,0.071,-0.05,0.029,-0.15,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,931.8154158669174,891.149074262776,897.6160590994785,895.055504243367,931.8154158669174,938.1141963095439,942.9525046293987,927.470842766918
Nevix,flex,Roadhog,Tank,90,3568,749,0.34,0,0.66,0.521,0.027,0.452,0.166,-0.31,5.55,-0.3,6.39,0.1,3.2,0.07,114,0.06,0,0,1.8,-0.59,73,0.055,-0.63,0.041,-0.53,0,0,0,0,114,0,32,0.1,0.125,0.45,1021.5728307617157,988.3306832867191,987.7922791115839,987.6062718581511,1021.5728307617157,1025.5469836132868,1021.504035627959,1024.621523971797
Fragi,tank,Winston,Tank,123,34168,766,0.53,0.03,0.45,0.462,0.053,0.485,0.122,-0.31,4.5,-0.27,7.57,0.22,3.49,0.06,120,0.1,0,0,8.3,0.38,680,0.056,-0.31,0.119,0.21,0,0,0,0,119,0.06,19,-0.38,0.073,-0.14,969.6543260676658,932.1177917924775,935.6315243986994,934.0720043162662,969.6543260676658,918.8273343518126,935.5565481902776,923.5403906716356
Fragi,tank,Orisa,Tank,18,3342,821,0.5,0,0.5,0.535,0.042,0.423,0.063,-0.31,1.97,-0.4,6.1,0.03,1.44,-0.46,157,0.32,0,0,9,0.36,71,0.056,0.3,0.085,0.21,0,0,0,0,156,0.23,36,0.91,0,0,1033.8924759433548,1001.6693355056917,1000.1694073485396,1000.3093183935136,1033.8924759433548,906.4125649655734,913.8838452828073,910.6443978801555
Fragi,tank,Reinhardt,Tank,82,3033,796,0.33,0.05,0.62,0.476,0.032,0.492,0.114,-0.31,4.35,-0.22,8.9,0.32,4.75,0.37,75,-0.23,0,0,15.5,0.94,63,0.016,-0.81,0.159,0.27,0,0,0,0,67,-0.36,19,-0.46,0.174,2.95,981.9739712493047,945.4564440114501,948.0086526356549,946.7750508516286,981.9739712493047,981.1261707520865,988.2879174200037,981.536811677209
Zuppeh,Support,Zenyatta,Support,112,21774,900,0.22,0.03,0.76,0.417,0.071,0.512,0.108,0.03,3.44,-0.07,7.52,0.21,3.72,0.08,101,0,0,0,1.1,-0.83,453,0.042,-0.24,0.119,0.12,0,0,0,0,103,-0.02,32,0.09,0.06,-0.26,930.0554665552547,1002.0018398383077,991.4036028532911,995.5885594833808,930.0554665552547,963.3710539888697,961.6405725085822,954.8604874247234
Zuppeh,Support,Ana,Support,112,2541,802,0.22,0,0.78,0.42,0.02,0.56,0.01,-0.82,0.24,-0.87,8.03,0.46,5.19,0.26,70,-0.19,0,0,13,0.76,50,0,0,0.16,0.88,0,0,0,0,67,-0.21,11,-0.65,0.091,0.69,932.6953905227488,1004.8601224566589,994.7432957329611,998.7732715269353,932.6953905227488,1061.0940048194389,1015.4388291341378,1077.0766440949226
Zuppeh,Support,Mercy,Support,73,8741,998,0.21,0.06,0.73,0.383,0.046,0.571,0.009,0.21,0.27,0.06,5.42,0.08,3.64,-0.03,105,0.09,0,0,2.6,-0.42,175,0,0,0.023,-0.64,0,0,0,0,86,-0.05,22,-0.26,0,0,900.1363282569886,969.60797016366,953.5537502170312,959.4951563230945,900.1363282569886,946.077198787898,934.6481236286027,948.5915684016029
Zuppeh,Support,Moira,Support,12,1651,1257,0.24,0,0.76,0.4,0.067,0.533,0.105,0.21,3.27,0.12,3.63,-0.36,5.81,0.08,65,0,0,0,18.3,1.01,30,0,0,0.033,-0.65,0,0,0,0,59,0.01,18,0.05,0.125,-0.07,915.0958974061216,985.8049050009838,972.4786765351612,977.5418579032377,915.0958974061216,1057.5394971082721,1016.4308913746024,1059.8092369327583
LiNkzr,dps,Tracer,Offense,151,6666,987,0.87,0,0.13,0.519,0.031,0.45,0.271,0.07,10.8,0.22,7.92,0.37,5.4,0.02,67,-0.06,0,0,3.4,-0.35,131,0.191,0.46,0.137,0.59,0,0,0,0,67,-0.13,19,-0.21,0.089,0.13,1019.812881450053,1023.1352905531975,1024.4914466689893,1024.1084189663236,1019.812881450053,988.570602022656,1000.8261806545668,1011.8153811994913
LiNkzr,dps,Widowmaker,Defense,42,8942,1074,0.7,0,0.3,0.613,0.05,0.337,0.281,0.1,11.27,0.26,5.44,-0.09,4.9,0.15,80,-0.02,0,0,7.6,0.07,199,0.241,0.26,0.106,-0.08,0,0,0,0,82,0,3,-0.62,0.306,0.05,1102.5304990982004,1033.8993533287262,1020.8296784760844,1024.358761495666,1102.5304990982004,1045.3674208458406,1029.9675731470438,1032.0450700334632
LiNkzr,dps,Mccree,Offense,67,7524,1034,0.76,0,0.24,0.6,0.039,0.361,0.296,0.1,11.8,0.25,7.26,0.07,4.78,0.26,77,0.01,0,0,4.6,-0.54,155,0.148,-0.07,0.116,-0.03,0,0,0,0,77,-0.05,26,-0.09,0.123,-0.04,1091.0908285723926,1100.3089212486818,1102.1055458621988,1101.6580409285289,1091.0908285723926,1090.557172441198,1090.523120350144,1096.4864805832412
LiNkzr,dps,Genji,Offense,111,2521,825,0.31,0,0.69,0.327,0.058,0.615,0.252,0.02,7.62,-0.12,9.04,0.48,4.52,0.24,75,-0.21,0,0,0.6,-0.95,52,0.058,-0.56,0.077,-0.16,0,0,0,0,78,-0.19,16,-0.48,0.158,3.27,850.8577475304327,840.2052029787163,840.5172856184178,840.2870928336891,850.8577475304327,893.2763455478013,875.5163107728986,899.5052959191271
LiNkzr,dps,Soldier: 76,Offense,148,2635,1126,0.82,0,0.18,0.528,0.057,0.415,0.22,-0.07,7.06,-0.1,4.1,-0.29,3.87,0.09,105,0.09,0,0,15.9,1.15,53,0.113,-0.04,0.075,-0.2,0,0,0,0,108,0.12,19,-0.4,0.059,0.05,1027.7326533525352,1031.7101384082514,1033.1152354682347,1032.725043628791,1027.7326533525352,1025.59570511104,1032.8694114723241,1036.0603517977263
Diya,dps,Tracer,Offense,151,21964,733,0.16,0.03,0.81,0.3,0.047,0.653,0.255,0.01,6.8,-0.23,7.27,0.25,5.68,0.07,72,0.02,0,0,5.8,0.12,450,0.098,-0.25,0.118,0.37,0,0,0,0,70,-0.1,24,-0.03,0.12,0.52,827.098431822986,814.4806594135549,814.6459192206811,814.4372188462875,827.098431822986,774.0795046810141,797.5888895664385,726.7135333654743
Diya,dps,Junkrat,Defense,26,5212,898,0.27,0,0.73,0.445,0.034,0.521,0.331,0.13,8.98,-0.14,6.22,-0.04,4.14,-0.1,78,-0.02,0,0,21.1,2.06,119,0.118,-0.4,0.109,0.02,0,0,0,0,81,-0.03,19,0.04,0.028,-0.78,954.6947569185327,873.8355267010553,885.5407896821483,881.053105112018,954.6947569185327,897.4128402019983,910.1956009215684,902.5420889807065
Diya,dps,Pharah,Offense,70,2959,902,0.2,0,0.8,0.355,0.113,0.532,0.278,-0.04,8.52,-0.16,7.5,0.21,3.65,0.01,92,0.01,0,0,9,-0.24,62,0.129,-0.2,0.081,-0.04,0,0,0,0,93,-0.02,31,-0.03,0,0,875.4970378937106,866.8825074166615,867.346850771626,867.094369561365,875.4970378937106,851.3323627009486,850.15093957601,884.5513205949588
Diya,dps,Genji,Offense,111,1817,801,0.1,0.21,0.68,0.216,0,0.784,0.22,-0.11,4.29,-0.51,9.25,0.52,4.95,0.35,76,-0.19,0,0,9.1,-0.19,37,0.054,-0.59,0.189,1.05,0,0,0,0,96,0,16,-0.48,0,0,753.1805607331521,734.4487460997194,734.1572237610561,734.01538866326,753.1805607331521,784.5616797719006,754.5586707446564,797.5460360898549
neptuNo,Support,Mercy,Support,73,29842,1053,0.51,0.03,0.45,0.473,0.06,0.467,0.025,2.41,0.9,2.49,4.58,-0.08,3.78,0.01,98,0.02,0,0,11.3,1.51,602,0.007,6,0.051,-0.2,0,0,0,0,85,-0.06,32,0.09,0.048,-0.26,979.3340472818106,1055.356448714198,1053.7445366071308,1055.0365176297344,979.3340472818106,1034.2242250926824,1032.2773230842902,1033.6304267192086
neptuNo,Support,Lucio,Support,134,6744,1142,0.75,0,0.25,0.568,0.03,0.402,0.083,0.18,3.38,0.41,5.43,0,3.65,0.26,99,-0.17,0,0,10.7,0.53,132,0.023,-0.12,0.083,0.26,0,0,0,0,92,-0.24,18,-0.4,0.024,-0.6,1062.9316395857895,1145.8687316286548,1159.50147779668,1155.8857323422985,1062.9316395857895,1103.3713999374343,1105.6980291226637,1096.4398985441026
Mickie,Flex,D.Va,Tank,148,28085,872,0.32,0.1,0.58,0.406,0.06,0.534,0.2,0.11,7.01,0.15,5.94,0.29,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,566,0.083,0.11,0.042,0.24,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,920.3757453411098,878.7631829165872,886.1230114508768,883.2598181748161,920.3757453411098,925.3818480655195,929.8044826230132,911.8043656069214
Mickie,flex,Orisa,Tank,18,2045,808,0.37,0,0.63,0.465,0.14,0.395,0.065,-0.28,2.93,-0.1,7.04,0.19,2.35,-0.11,132,0.11,0,0,3.5,-0.47,43,0,0,0.116,0.66,0,0,0,0,129,0.01,38,1,0,0,972.2942500351598,934.9760744108288,938.2837661637614,936.794085716701,972.2942500351598,837.8537667285191,862.2405662832543,853.9241069033595
Mickie,flex,Roadhog,Tank,90,8008,1129,0.5,0.05,0.45,0.533,0.042,0.425,0.241,0.01,9.59,0.21,6.22,0.07,3.9,0.31,88,-0.18,0,0,6.2,0.41,167,0.102,-0.31,0.054,-0.39,0,0,0,0,98,-0.14,26,-0.09,0.14,0.63,1032.132526631692,999.7638137601242,998.4012461718315,998.4945974598904,1032.132526631692,1037.2999204539249,1033.073841250856,1035.0856953739167
Mickie,Flex,Zarya,Tank,116,1025,1075,0.46,0.28,0.27,0.667,0.048,0.286,0.124,-0.29,5.85,-0.02,5.85,0.05,3.51,0.26,105,-0.08,0,0,0,0,21,0,0,0,0,0,0,0,0,106,-0.1,21,-0.21,0,0,1150.0491305130936,1127.4337707131472,1116.8680450112643,1120.080900012646,1150.0491305130936,1154.8543150000457,1133.3360534434355,1111.7044958002116
nomy,tank,Winston,Tank,123,33002,841,0.34,0.06,0.6,0.411,0.058,0.531,0.151,-0.15,4.84,-0.21,7.53,0.21,3.73,0.13,109,0,0,0,9.2,0.53,686,0.067,-0.17,0.105,0.07,0,0,0,0,117,0.04,20,-0.35,0.089,0.05,924.7756186202665,883.526987280506,890.5434143926467,887.7966205088742,924.7756186202665,868.8773527791014,889.5930844647835,855.43565914988
nomy,tank,Orisa,Tank,18,4902,936,0.38,0.01,0.6,0.57,0.04,0.39,0.093,0.02,3.18,-0.03,5.63,-0.05,2.45,-0.07,137,0.15,0,0,7.7,0.17,100,0.07,0.63,0.08,0.14,0,0,0,0,141,0.11,17,-0.11,0.1,-0.04,1064.6915888974522,1035.015966053123,1031.1122279409285,1032.06693473192,1064.6915888974522,940.6919640841006,939.7054847825839,939.004543368553
dhaK,Support,Mercy,Support,73,27519,937,0.38,0.07,0.55,0.44,0.06,0.501,0.001,-0.82,0.04,-0.83,5.17,0.03,3.77,0.01,101,0.05,0,0,7.7,0.71,571,0,0,0.065,0.02,0,0,0,0,91,0,26,-0.13,0.082,0.26,950.2948836393759,1023.915339912334,1017.007914930761,1020.0046851506331,950.2948836393759,1001.9036487809282,996.4799499505381,1002.4495120027531
dhaK,Support,Lucio,Support,134,9062,862,0.26,0,0.74,0.401,0.036,0.563,0.05,-0.29,1.46,-0.39,6.29,0.16,3.64,0.26,108,-0.09,0,0,5.4,-0.23,192,0.021,-0.19,0.089,0.35,0,0,0,0,102,-0.16,12,-0.6,0.073,0.22,915.9758720619529,986.7576658737676,973.5919074950511,978.6034285844227,915.9758720619529,939.8096955718901,933.2539503675584,943.5291095592606
